City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
465,Porto Belo,BR,-27.1578,-48.5531,77.25,90,100,3.67,overcast clouds,2022-02-06 03:45:27
466,Kralendijk,BQ,12.15,-68.2667,75.18,88,20,5.75,few clouds,2022-02-06 03:45:28
467,Bambous Virieux,MU,-20.3428,57.7575,81.21,83,75,12.66,broken clouds,2022-02-06 03:45:28
468,Batemans Bay,AU,-35.7167,150.1833,73.2,56,43,11.81,scattered clouds,2022-02-06 03:45:29
469,Kokopo,PG,-4.352,152.2633,87.1,59,100,13.42,overcast clouds,2022-02-06 03:45:29
470,Durham,US,36.0335,-78.8664,32.27,64,0,3.44,clear sky,2022-02-06 03:41:46
471,Balkanabat,TM,39.5108,54.3671,38.19,67,90,7.49,overcast clouds,2022-02-06 03:45:30
472,Grand Gaube,MU,-20.0064,57.6608,81.37,75,100,11.99,overcast clouds,2022-02-06 03:45:30
473,Murashi,RU,59.3999,48.9615,13.53,98,100,4.45,overcast clouds,2022-02-06 03:45:31
474,Assiniboia,CA,49.6334,-105.9845,17.42,86,84,20.71,broken clouds,2022-02-06 03:45:31
475,Stargard Szczecinski,PL,53.3367,15.0499,40.03,80,100,15.99,overcast clouds,2022-02-06 03:45:31
476,Wewak,PG,-3.5534,143.6268,86.27,69,100,15.88,overcast clouds,2022-02-06 03:45:32
477,General Pico,AR,-35.6566,-63.7568,56.59,48,2,8.75,clear sky,2022-02-06 03:41:17
478,Dumas,US,35.8656,-101.9732,36.82,69,0,9.22,clear sky,2022-02-06 03:45:32
479,Saltabarranca,MX,18.6,-95.5333,62.24,73,92,11.1,overcast clouds,2022-02-06 03:45:33
480,Victoria Point,AU,-27.5833,153.3,82.18,60,59,14.0,broken clouds,2022-02-06 03:45:34
481,Tangshan,CN,39.6333,118.1833,35.46,22,28,6.71,scattered clouds,2022-02-06 03:45:34
482,Morros,BR,-9.4467,-46.3003,74.34,79,46,2.13,scattered clouds,2022-02-06 03:45:34
483,Omboue,GA,-1.5746,9.2618,75.79,87,3,4.63,clear sky,2022-02-06 03:45:35
484,Payakumbuh,ID,-0.2202,100.6308,70.0,98,100,1.99,overcast clouds,2022-02-06 03:45:35
485,Bilgram,IN,27.1833,80.0333,56.97,69,0,3.96,clear sky,2022-02-06 03:45:36
486,San Jeronimo,PE,-11.9472,-75.2829,50.58,91,100,3.74,overcast clouds,2022-02-06 03:45:36
487,Bemidji,US,47.4736,-94.8803,12.9,89,100,0.0,overcast clouds,2022-02-06 03:45:37
488,Clyde River,CA,70.4692,-68.5914,-30.77,68,100,5.75,overcast clouds,2022-02-06 03:45:37
489,Gelnica,SK,48.8558,20.9371,33.39,90,100,2.48,overcast clouds,2022-02-06 03:45:38
490,Passagem Franca,BR,-6.1797,-43.7836,72.19,98,64,2.77,broken clouds,2022-02-06 03:45:38
491,Traiguen,CL,-38.25,-72.6833,52.95,74,5,2.59,clear sky,2022-02-06 03:45:39
492,Gorin,RU,51.1983,136.6669,10.17,79,100,5.46,overcast clouds,2022-02-06 03:45:39
493,Nicolas Bravo,MX,18.45,-88.9167,67.19,99,44,5.41,scattered clouds,2022-02-06 03:45:39
494,Verkhnyaya Inta,RU,65.9811,60.3094,-9.33,92,73,2.77,broken clouds,2022-02-06 03:45:40
495,Korla,CN,41.7597,86.1469,26.28,39,97,10.98,overcast clouds,2022-02-06 03:45:40
496,Mainburg,DE,48.65,11.7833,37.24,69,100,8.05,overcast clouds,2022-02-06 03:45:41
497,Saint-Denis,FR,48.9167,2.3333,47.17,80,0,5.99,clear sky,2022-02-06 03:45:41
498,Sitka,US,57.0531,-135.33,42.69,81,100,24.16,moderate rain,2022-02-06 03:45:42
499,Kangaatsiaq,GL,68.3065,-53.4641,-9.96,96,100,4.63,overcast clouds,2022-02-06 03:45:42
500,Conde,BR,-7.2597,-34.9075,76.46,83,20,4.61,few clouds,2022-02-06 03:42:52
501,Dukat,RU,62.55,155.55,-10.01,69,38,2.01,scattered clouds,2022-02-06 03:43:09
502,Sangre Grande,TT,10.5835,-61.1177,76.96,91,57,6.29,broken clouds,2022-02-06 03:45:43
503,Laguna,US,38.421,-121.4238,56.08,69,0,0.0,clear sky,2022-02-06 03:43:57
504,Chokwe,MZ,-24.5333,32.9833,70.72,93,3,7.9,clear sky,2022-02-06 03:45:44
505,Viseu,PT,40.661,-7.9097,44.87,73,0,7.87,clear sky,2022-02-06 03:46:44
506,Stokmarknes,NO,68.5646,14.9108,35.49,81,83,13.04,light rain,2022-02-06 03:46:44
507,Mugur-Aksy,RU,50.35,90.5,5.05,58,0,4.68,clear sky,2022-02-06 03:46:45
508,Batu Gajah,MY,4.4692,101.0411,84.29,70,20,3.44,light rain,2022-02-06 03:46:45
509,Teya,RU,60.3778,92.6267,10.09,94,99,2.8,overcast clouds,2022-02-06 03:46:46
510,Bella Union,UY,-30.2752,-57.6007,66.0,63,2,7.52,clear sky,2022-02-06 03:46:46
511,Itacarambi,BR,-15.1022,-44.0919,71.35,94,100,2.28,overcast clouds,2022-02-06 03:46:47
512,Marquette,US,46.5333,-87.6335,15.37,74,100,10.94,snow,2022-02-06 03:46:47
513,Merauke,ID,-8.4667,140.3333,86.43,66,100,10.36,overcast clouds,2022-02-06 03:46:48
514,Salinas,US,36.6777,-121.6555,56.35,54,0,5.75,clear sky,2022-02-06 03:46:48
515,Boundiali,CI,9.5217,-6.4869,67.53,19,7,2.19,clear sky,2022-02-06 03:46:49
516,Sarahan,IN,31.5167,77.8,41.02,54,94,6.17,overcast clouds,2022-02-06 03:46:49
517,Puerto Escondido,MX,15.85,-97.0667,75.11,71,3,5.03,clear sky,2022-02-06 03:46:50
518,Ust-Tsilma,RU,65.441,52.1498,-7.04,100,90,4.79,overcast clouds,2022-02-06 03:46:50
519,Kodinsk,RU,58.6881,99.1844,16.9,91,100,8.86,overcast clouds,2022-02-06 03:46:50
520,Manta,EC,-0.95,-80.7333,76.78,83,75,4.61,broken clouds,2022-02-06 03:46:51
521,Kloulklubed,PW,7.0419,134.2556,84.7,78,46,21.63,scattered clouds,2022-02-06 03:46:51
522,Calvinia,ZA,-31.4707,19.776,73.94,37,3,3.83,clear sky,2022-02-06 03:46:52
523,Aleksandro-Nevskiy,RU,53.4751,40.2095,3.27,76,99,8.03,overcast clouds,2022-02-06 03:46:52
524,Cayenne,GF,4.9333,-52.3333,80.1,85,75,5.99,broken clouds,2022-02-06 03:46:53
525,Toronto,CA,43.7001,-79.4163,18.79,55,0,1.01,clear sky,2022-02-06 03:46:14
526,Kirkenaer,NO,60.4564,12.0582,36.88,76,45,10.02,scattered clouds,2022-02-06 03:46:53
527,Havoysund,NO,70.9963,24.6622,31.08,72,44,29.93,scattered clouds,2022-02-06 03:46:39
528,Andapa,MG,-14.65,49.65,74.25,72,84,2.21,broken clouds,2022-02-06 03:46:54
529,Khani,GE,41.9563,42.9566,22.57,86,100,4.63,overcast clouds,2022-02-06 03:46:55
530,Oriximina,BR,-1.7656,-55.8661,73.81,94,99,2.15,overcast clouds,2022-02-06 03:46:55
531,Yeniseysk,RU,58.4497,92.1703,19.0,94,100,4.74,overcast clouds,2022-02-06 03:46:56
532,Ndele,CF,8.4109,20.6473,66.78,22,15,7.58,few clouds,2022-02-06 03:46:56
533,Coffeyville,US,37.0373,-95.6164,36.05,62,0,12.66,clear sky,2022-02-06 03:46:57
534,Wilmington,US,34.2257,-77.9447,38.86,55,0,8.05,clear sky,2022-02-06 03:45:14
535,Omsukchan,RU,62.5333,155.8,-10.23,75,30,3.44,scattered clouds,2022-02-06 03:46:57
536,Jega,NG,12.2175,4.3792,64.17,18,0,11.41,clear sky,2022-02-06 03:46:58
537,San Cristobal,VE,7.7669,-72.225,69.98,92,31,2.13,scattered clouds,2022-02-06 03:46:58
538,Mareeba,AU,-17.0,145.4333,83.66,73,36,5.26,light rain,2022-02-06 03:46:59
539,Tshikapa,CD,-6.4167,20.8,67.95,97,64,1.43,light rain,2022-02-06 03:46:59
540,Gusau,NG,12.1628,6.6614,61.93,24,0,13.73,clear sky,2022-02-06 03:47:00
541,Marsabit,KE,2.3284,37.9899,64.8,46,100,10.4,overcast clouds,2022-02-06 03:47:00
542,Palmerston,AU,-12.486,130.9833,77.94,93,75,1.14,moderate rain,2022-02-06 03:46:46
543,Phonhong,LA,18.5007,102.4166,71.42,52,83,0.69,broken clouds,2022-02-06 03:47:01
544,Abilene,US,32.4487,-99.7331,39.69,63,0,10.36,clear sky,2022-02-06 03:46:35
545,Adrar,MR,20.5022,-10.0711,61.84,8,0,8.72,clear sky,2022-02-06 03:47:02
546,Ambatondrazaka,MG,-17.8333,48.4167,69.48,89,100,9.62,overcast clouds,2022-02-06 03:47:03
547,Vorokhta,UA,48.2869,24.5719,19.47,97,87,6.08,overcast clouds,2022-02-06 03:47:03
548,Sao Borja,BR,-28.6606,-56.0044,71.94,55,53,11.86,broken clouds,2022-02-06 03:47:04
549,Maralal,KE,1.0968,36.698,59.56,63,100,2.64,overcast clouds,2022-02-06 03:47:04
550,Tainan,TW,22.9908,120.2133,71.38,63,40,10.36,scattered clouds,2022-02-06 03:43:04
551,Honningsvag,NO,70.9821,25.9704,31.75,71,68,34.72,broken clouds,2022-02-06 03:47:05
552,Fallon,US,39.4735,-118.7774,36.43,35,0,2.1,clear sky,2022-02-06 03:48:05
553,Maroantsetra,MG,-15.4333,49.7333,78.01,71,100,5.14,overcast clouds,2022-02-06 03:48:06
554,Lima,PE,-12.0432,-77.0282,67.39,39,0,6.91,clear sky,2022-02-06 03:44:56
555,Pacific Grove,US,36.6177,-121.9166,56.88,68,0,1.01,clear sky,2022-02-06 03:48:07
556,Lasa,IT,46.6166,10.7002,35.06,40,6,3.29,clear sky,2022-02-06 03:46:52
557,Luanda,AO,-8.8368,13.2343,75.2,83,75,5.75,broken clouds,2022-02-06 03:46:46
558,Goderich,CA,43.7501,-81.7165,16.92,73,95,10.36,overcast clouds,2022-02-06 03:48:08
559,Bozoum,CF,6.3193,16.3799,63.1,25,94,3.36,overcast clouds,2022-02-06 03:48:08
560,Gulfport,US,30.3674,-89.0928,38.98,82,0,0.0,clear sky,2022-02-06 03:43:48
561,Anadyr,RU,64.75,177.4833,-5.3,71,0,2.24,clear sky,2022-02-06 03:48:09
562,Berbera,SO,10.4396,45.0143,77.4,54,81,9.31,broken clouds,2022-02-06 03:47:54
563,Nago,JP,26.5881,127.9761,63.45,62,92,12.37,overcast clouds,2022-02-06 03:48:09
564,Tawang,IN,27.5833,91.8667,37.26,57,0,2.51,clear sky,2022-02-06 03:48:10
565,Ekibastuz,KZ,51.6667,75.3667,12.27,70,0,15.46,clear sky,2022-02-06 03:48:10
566,College,US,64.8569,-147.8028,9.81,82,100,4.61,light snow,2022-02-06 03:44:15
567,Conchal,BR,-22.3303,-47.1725,71.74,98,100,2.51,overcast clouds,2022-02-06 03:45:04
568,Krasnokamensk,RU,50.0979,118.0369,7.32,75,100,4.21,overcast clouds,2022-02-06 03:48:11
569,Sorong,ID,-0.8833,131.25,84.61,69,100,11.92,overcast clouds,2022-02-06 03:48:11
570,Lamu,KE,-2.2717,40.902,79.02,87,100,7.02,overcast clouds,2022-02-06 03:48:12
571,Flin Flon,CA,54.7682,-101.865,-3.28,98,100,4.09,overcast clouds,2022-02-06 03:46:41
572,Atasu,KZ,48.6814,71.6433,15.64,68,3,19.42,clear sky,2022-02-06 03:48:12
573,Hof,DE,50.3167,11.9167,38.44,82,100,17.27,overcast clouds,2022-02-06 03:48:13
574,Bokovskaya,RU,49.229,41.8306,11.41,99,82,3.69,broken clouds,2022-02-06 03:48:13
575,Saint-Paul,RE,-21.0096,55.2707,80.71,74,100,10.29,light rain,2022-02-06 03:48:14
576,Moussoro,TD,13.6408,16.4901,58.42,21,0,15.08,clear sky,2022-02-06 03:48:14
577,Nieuw Nickerie,SR,5.95,-56.9833,77.05,87,100,10.76,overcast clouds,2022-02-06 03:48:14
578,Lubao,PH,14.9167,120.55,86.14,57,97,21.45,overcast clouds,2022-02-06 03:48:15
579,Kozhevnikovo,RU,56.2589,83.9714,13.24,88,100,5.61,overcast clouds,2022-02-06 03:48:15
580,Akhtanizovskaya,RU,45.32,37.1,43.27,89,100,18.48,overcast clouds,2022-02-06 03:48:16
581,Ust-Maya,RU,60.4167,134.5333,-16.26,91,100,1.83,overcast clouds,2022-02-06 03:48:16
582,Kiunga,PG,-6.1219,141.2906,93.52,45,92,3.94,overcast clouds,2022-02-06 03:48:17
583,Ilulissat,GL,69.2167,-51.1,3.22,51,100,13.8,overcast clouds,2022-02-06 03:45:31
584,Dejen,ET,10.1667,38.1333,52.93,48,55,1.3,broken clouds,2022-02-06 03:48:17
585,Oga,IT,46.4631,10.347,27.68,36,13,2.75,few clouds,2022-02-06 03:48:18
586,Ambilobe,MG,-13.2,49.05,74.34,91,99,2.98,overcast clouds,2022-02-06 03:48:18
587,Mahanoro,MG,-19.9,48.8,79.2,75,100,14.99,overcast clouds,2022-02-06 03:48:19
588,Trebisov,SK,48.6286,21.7195,31.33,97,99,7.0,overcast clouds,2022-02-06 03:48:19
589,Harwich,GB,51.9419,1.2844,50.36,78,100,15.99,overcast clouds,2022-02-06 03:48:20
590,Maragogi,BR,-9.0122,-35.2225,77.13,77,81,6.2,broken clouds,2022-02-06 03:45:02
591,Miracema Do Tocantins,BR,-9.5618,-48.3967,75.06,87,71,0.96,moderate rain,2022-02-06 03:48:20
592,Beyneu,KZ,45.3167,55.2,28.9,82,100,19.95,overcast clouds,2022-02-06 03:48:21
593,Kailua,US,21.4022,-157.7394,80.58,78,20,8.05,few clouds,2022-02-06 03:44:55
594,Comonfort,MX,20.7167,-100.7667,57.29,40,9,6.02,clear sky,2022-02-06 03:48:21
595,San Patricio,US,28.017,-97.5169,44.83,64,0,5.84,clear sky,2022-02-06 03:46:35
596,Ahuimanu,US,21.4447,-157.8378,80.31,73,20,3.0,few clouds,2022-02-06 03:48:22
597,Luwuk,ID,-0.9516,122.7875,85.53,74,72,2.08,broken clouds,2022-02-06 03:48:22
598,Synya,RU,65.3718,58.0387,-12.78,98,64,2.71,broken clouds,2022-02-06 03:48:23
599,Okhotsk,RU,59.3833,143.3,3.56,68,37,13.71,scattered clouds,2022-02-06 03:48:49
600,Kroya,ID,-7.6331,109.2461,86.0,68,75,4.12,broken clouds,2022-02-06 03:49:23
601,Sarankhola,BD,22.3082,89.7897,70.52,36,1,3.74,clear sky,2022-02-06 03:49:24
602,Ordynskoye,RU,54.3656,81.8994,10.24,88,100,3.87,overcast clouds,2022-02-06 03:49:24
603,Awjilah,LY,29.1081,21.2869,52.9,53,0,8.01,clear sky,2022-02-06 03:49:25
604,Farkhor,TJ,37.4922,69.4036,50.05,55,100,10.29,overcast clouds,2022-02-06 03:49:19
605,Aksu,CN,41.1231,80.2644,24.96,71,94,6.93,overcast clouds,2022-02-06 03:46:26
606,Torgau,DE,51.5667,13.0,44.15,82,100,23.55,light rain,2022-02-06 03:49:26
607,Tondi,IN,9.7333,79.0167,82.24,62,86,10.74,overcast clouds,2022-02-06 03:49:26
608,Kisesa,TZ,-3.0833,34.15,61.81,85,97,5.46,overcast clouds,2022-02-06 03:49:27
609,Raga,SS,8.4596,25.678,64.35,19,100,7.14,overcast clouds,2022-02-06 03:49:27
610,Marrakesh,MA,31.6315,-8.0083,59.07,63,75,1.14,broken clouds,2022-02-06 03:49:28
611,Reconquista,AR,-29.15,-59.65,69.48,54,9,10.36,clear sky,2022-02-06 03:49:28
612,Atar,MR,20.5169,-13.0499,67.71,11,0,5.03,clear sky,2022-02-06 03:49:29
613,Kimry,RU,56.8667,37.35,7.9,95,97,7.2,light snow,2022-02-06 03:49:29
614,Denpasar,ID,-8.65,115.2167,85.71,74,20,8.05,few clouds,2022-02-06 03:48:28
615,Calama,CL,-22.4667,-68.9333,50.49,25,0,4.61,clear sky,2022-02-06 03:49:30
616,Enugu,NG,6.4402,7.4943,68.61,25,11,1.41,few clouds,2022-02-06 03:45:00
617,Avera,US,33.194,-82.5271,40.71,44,0,11.9,clear sky,2022-02-06 03:49:30
618,Suining,CN,30.508,105.5733,43.74,91,100,5.01,overcast clouds,2022-02-06 03:49:31
619,Samarai,PG,-10.6167,150.6667,84.79,72,100,10.83,overcast clouds,2022-02-06 03:49:31
620,Kaeo,NZ,-35.1,173.7833,75.33,94,100,3.29,light rain,2022-02-06 03:49:32
621,Aljezur,PT,37.3191,-8.8033,48.33,81,1,8.5,clear sky,2022-02-06 03:49:32
622,El Dorado,US,38.7666,-120.5177,49.06,56,0,10.69,clear sky,2022-02-06 03:47:03
623,Black Forest,US,39.0131,-104.7008,30.09,55,0,3.0,clear sky,2022-02-06 03:49:33
624,South Holland,NL,52.0,4.6667,49.08,84,100,7.0,light intensity drizzle,2022-02-06 03:49:33
625,Tabou,CI,4.423,-7.3528,77.56,87,36,5.08,moderate rain,2022-02-06 03:49:34
626,Susa,TN,35.8254,10.637,52.32,81,0,4.61,clear sky,2022-02-06 03:49:34
627,Lieksa,FI,63.3167,30.0167,21.15,93,100,9.84,overcast clouds,2022-02-06 03:49:35
628,Xining,CN,36.6167,101.7667,15.55,68,100,3.91,overcast clouds,2022-02-06 03:49:35
629,Vila Velha,BR,-20.3297,-40.2925,76.95,85,0,8.05,clear sky,2022-02-06 03:49:35
630,Lahat,ID,-3.8,103.5333,77.16,89,100,3.31,overcast clouds,2022-02-06 03:49:36
631,Dakar,SN,14.6937,-17.4441,69.93,94,0,9.22,clear sky,2022-02-06 03:46:12
632,Lodingen,NO,68.414,15.9951,35.74,89,99,10.45,light rain,2022-02-06 03:49:36
633,Loandjili,CG,-4.7561,11.8578,75.31,94,20,2.3,few clouds,2022-02-06 03:49:37
634,Belyy Yar,RU,53.6039,91.3903,-7.71,77,69,0.0,mist,2022-02-06 03:49:37
635,Larsnes,NO,62.2028,5.5773,36.68,77,100,26.4,overcast clouds,2022-02-06 03:49:38
636,La Orilla,MX,17.9833,-102.2333,71.89,78,0,4.18,clear sky,2022-02-06 03:49:38
637,Bilibino,RU,68.0546,166.4372,-14.1,83,23,4.5,few clouds,2022-02-06 03:49:39
638,Sosnovo-Ozerskoye,RU,52.5249,111.5418,6.93,89,98,10.65,overcast clouds,2022-02-06 03:49:39
639,Los Chiles,CR,11.0333,-84.7167,70.47,90,7,3.91,clear sky,2022-02-06 03:49:40
640,Birnin Kebbi,NG,12.4539,4.1975,63.5,17,0,10.67,clear sky,2022-02-06 03:47:26
641,Fairbanks,US,64.8378,-147.7164,9.61,82,100,4.61,mist,2022-02-06 03:49:40
642,Khachrod,IN,23.4167,75.2833,65.21,27,3,6.11,clear sky,2022-02-06 03:49:41
643,Arman,RU,59.7,150.1667,14.02,74,25,9.53,scattered clouds,2022-02-06 03:49:41
644,Beaumont,US,30.0861,-94.1019,37.44,81,0,0.0,clear sky,2022-02-06 03:45:21
645,Zambezi,ZM,-13.5432,23.1047,63.75,96,100,3.09,light rain,2022-02-06 03:49:42
646,Talaya,RU,61.3833,152.75,-17.79,82,22,0.22,few clouds,2022-02-06 03:50:42
647,Alma,CA,48.5501,-71.6491,-2.07,64,30,8.05,scattered clouds,2022-02-06 03:50:43
648,Bar Harbor,US,44.3876,-68.2039,10.02,68,0,4.0,clear sky,2022-02-06 03:50:28
649,Arys,KZ,42.4252,68.795,50.22,67,100,19.95,light rain,2022-02-06 03:50:43
650,Port-Gentil,GA,-0.7193,8.7815,78.73,82,16,9.64,few clouds,2022-02-06 03:50:44
651,Okha,RU,53.5739,142.9478,3.85,87,100,20.07,overcast clouds,2022-02-06 03:50:44
652,Saint-Pierre,RE,-21.3393,55.4781,82.08,65,0,8.05,clear sky,2022-02-06 03:50:45
653,Elk Grove,US,38.4088,-121.3716,55.24,71,0,0.0,clear sky,2022-02-06 03:49:00
654,Partenit,UA,44.578,34.3446,40.21,83,89,8.32,overcast clouds,2022-02-06 03:50:45
655,Porbandar,IN,21.6422,69.6093,60.78,77,0,0.0,clear sky,2022-02-06 03:50:46
656,Ngunguru,NZ,-35.6167,174.5,75.16,84,100,9.37,light rain,2022-02-06 03:50:46
657,Dimitrovgrad,RU,54.2139,49.6184,26.65,98,99,2.42,overcast clouds,2022-02-06 03:50:46
658,Iasi,RO,47.1667,27.6,34.14,86,0,4.61,clear sky,2022-02-06 03:50:47
659,El Alto,PE,-4.2714,-81.2147,69.73,80,19,13.06,few clouds,2022-02-06 03:50:47
660,Wheeling,US,42.1392,-87.929,17.85,61,0,14.97,clear sky,2022-02-06 03:50:48
661,Patos,BR,-7.0244,-37.28,77.45,67,100,6.62,overcast clouds,2022-02-06 03:50:48
662,Eyl,SO,7.9803,49.8164,71.74,76,54,5.91,broken clouds,2022-02-06 03:50:49
663,Umm Kaddadah,SD,13.6017,26.6876,52.05,30,76,17.02,broken clouds,2022-02-06 03:50:49
664,Aklavik,CA,68.2191,-135.0107,-30.17,85,80,3.38,broken clouds,2022-02-06 03:48:47
665,Dudinka,RU,69.4058,86.1778,-19.37,100,94,2.39,overcast clouds,2022-02-06 03:50:50
666,Mason City,US,43.1536,-93.201,26.69,87,0,4.61,clear sky,2022-02-06 03:50:50
667,Tiznit,MA,29.5833,-9.5,59.52,24,56,5.26,broken clouds,2022-02-06 03:50:51
668,Sept-Iles,CA,50.2001,-66.3821,-1.68,46,0,10.36,clear sky,2022-02-06 03:48:02
669,Manzil Salim,TN,35.8567,8.4765,41.0,79,100,1.81,overcast clouds,2022-02-06 03:50:51
670,Lashio,MM,22.9333,97.75,66.69,56,7,6.13,clear sky,2022-02-06 03:50:52
671,Nan,TH,18.8333,100.6667,68.02,78,75,1.14,broken clouds,2022-02-06 03:50:52
672,Tessalit,ML,20.1986,1.0114,57.81,18,30,9.78,scattered clouds,2022-02-06 03:49:28
673,Chilca,PE,-12.5211,-76.7372,69.08,87,11,5.14,few clouds,2022-02-06 03:50:53
674,Palauig,PH,15.435,119.9045,84.49,56,20,3.74,few clouds,2022-02-06 03:50:53
675,Bridlington,GB,54.0831,-0.1919,45.14,85,91,19.93,overcast clouds,2022-02-06 03:50:54
676,Breves,BR,-1.6822,-50.4803,73.45,98,100,2.86,overcast clouds,2022-02-06 03:50:54
677,Hirado,JP,33.3597,129.5531,42.15,52,58,14.79,broken clouds,2022-02-06 03:50:55
678,Zirovnice,CZ,49.2532,15.1882,36.82,84,84,7.0,broken clouds,2022-02-06 03:50:55
679,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.24,86,1,20.0,clear sky,2022-02-06 03:48:42
680,Posse,BR,-14.0931,-46.3694,68.58,92,100,1.92,overcast clouds,2022-02-06 03:50:56
681,Hervey Bay,AU,-25.2986,152.8535,82.04,56,41,25.17,scattered clouds,2022-02-06 03:50:56
682,Cidreira,BR,-30.1811,-50.2056,72.93,90,89,6.02,overcast clouds,2022-02-06 03:46:22
683,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,80,100,22.37,light shower snow,2022-02-06 03:50:57
684,Peci,BA,44.6272,16.7861,31.21,93,26,4.16,scattered clouds,2022-02-06 03:50:57
685,Naranjal,EC,-2.6667,-79.6167,76.8,93,56,2.71,light rain,2022-02-06 03:46:43
686,Macia,MZ,-25.0269,33.0989,71.92,87,17,6.38,light rain,2022-02-06 03:50:58
687,Antofagasta,CL,-23.65,-70.4,63.68,76,25,3.24,scattered clouds,2022-02-06 03:50:58
688,Kletnya,RU,53.3897,33.2171,30.36,92,99,11.12,light snow,2022-02-06 03:50:59
689,Ivdel,RU,60.6911,60.4206,7.5,96,100,6.38,overcast clouds,2022-02-06 03:50:59
690,Alta Floresta,BR,-9.8756,-56.0861,71.65,95,84,1.28,broken clouds,2022-02-06 03:48:44
691,Parangan,PH,5.0839,119.9383,83.17,72,100,8.95,overcast clouds,2022-02-06 03:51:00
692,Point Pedro,LK,9.8167,80.2333,80.6,67,80,11.43,broken clouds,2022-02-06 03:49:51
693,Otavi,NA,-19.65,17.3333,63.54,94,100,3.06,moderate rain,2022-02-06 03:51:00
694,Muana,BR,-1.5283,-49.2167,74.86,96,100,3.27,light rain,2022-02-06 03:51:01
695,Coxcatlan,MX,18.2667,-97.15,50.2,88,18,3.09,few clouds,2022-02-06 03:52:01
696,Celestun,MX,20.8667,-90.4,71.73,77,81,16.2,broken clouds,2022-02-06 03:51:21
697,Spornoye,RU,50.8448,37.2913,26.62,96,100,9.71,overcast clouds,2022-02-06 03:52:02
698,Coihaique,CL,-45.5752,-72.0662,55.35,76,0,3.44,clear sky,2022-02-06 03:52:02
